scan_id,target_id,distractor_ids,utterance,stimulus_id,coarse_reference_type,reference_type,instance_type,anchors_types,anchor_ids,tokens,dataset,mentions_target_class,correct_guess,is_train
scene0000_02,49,"[30, 31, 68]",find the trash can that is closer to the bed,scene0000_02-trash_can-4-49-30-31-68,horizontal,closest,trash can,['bed'],[12],"['find', 'the', 'trash', 'can', 'that', 'is', 'closer', 'to', 'the', 'bed']",sr3d,True,True,True
scene0517_00,10,[11],choose the trash can that is near the picture,scene0517_00-trash_can-2-10-11,horizontal,closest,trash can,['picture'],[34],"['choose', 'the', 'trash', 'can', 'that', 'is', 'near', 'the', 'picture']",sr3d,True,True,True
scene0667_00,5,"[4, 6, 7, 26]",choose the table that is beside the stool,scene0667_00-table-5-5-4-6-7-26,horizontal,closest,table,['stool'],[43],"['choose', 'the', 'table', 'that', 'is', 'beside', 'the', 'stool']",sr3d,True,True,True
scene0201_02,12,[11],choose the kitchen cabinet that is close to the couch,scene0201_02-kitchen_cabinet-2-12-11,horizontal,closest,kitchen cabinet,['couch'],[5],"['choose', 'the', 'kitchen', 'cabinet', 'that', 'is', 'close', 'to', 'the', 'couch']",sr3d,True,True,True
scene0515_01,14,[11],select the door that is in front of the toilet,scene0515_01-door-2-14-11,allocentric,front,door,['toilet'],[45],"['select', 'the', 'door', 'that', 'is', 'in', 'front', 'of', 'the', 'toilet']",sr3d,True,True,True
scene0604_00,8,[9],the cabinet that is farthest from the blanket,scene0604_00-cabinet-2-8-9,horizontal,farthest,cabinet,['blanket'],[31],"['the', 'cabinet', 'that', 'is', 'farthest', 'from', 'the', 'blanket']",sr3d,True,True,True
scene0515_00,26,[11],"looking the chair from the side you sit on it, choose the window that is on the right of this chair",scene0515_00-window-2-26-11,allocentric,right,window,['chair'],[20],"['looking', 'the', 'chair', 'from', 'the', 'side', 'you', 'sit', 'on', 'it', 'choose', 'the', 'window', 'that', 'is', 'on', 'the', 'right', 'of', 'this', 'chair']",sr3d,True,True,True
scene0706_00,18,[15],the lamp that is far from the nightstand,scene0706_00-lamp-2-18-15,horizontal,farthest,lamp,['nightstand'],[6],"['the', 'lamp', 'that', 'is', 'far', 'from', 'the', 'nightstand']",sr3d,True,True,True
scene0630_01,20,[19],choose the office chair that is closer to the mouse,scene0630_01-office_chair-2-20-19,horizontal,closest,office chair,['mouse'],[23],"['choose', 'the', 'office', 'chair', 'that', 'is', 'closer', 'to', 'the', 'mouse']",sr3d,True,True,True
scene0515_02,36,[39],select the stool that is in the center of the bathtub and the radiator,scene0515_02-stool-2-36-39,between,between,stool,"['bathtub', 'radiator']","[7, 30]","['select', 'the', 'stool', 'that', 'is', 'in', 'the', 'center', 'of', 'the', 'bathtub', 'and', 'the', 'radiator']",sr3d,True,True,True
scene0498_00,11,"[7, 12]",find the kitchen cabinets with a microwave on top of them,scene0498_00-kitchen_cabinets-3-11-7-12,support,supporting,kitchen cabinets,['microwave'],[6],"['find', 'the', 'kitchen', 'cabinets', 'with', 'a', 'microwave', 'on', 'top', 'of', 'them']",sr3d,True,True,True
scene0124_00,15,[16],select the light that is in the center of the picture and the sink,scene0124_00-light-2-15-16,between,between,light,"['picture', 'sink']","[9, 18]","['select', 'the', 'light', 'that', 'is', 'in', 'the', 'center', 'of', 'the', 'picture', 'and', 'the', 'sink']",sr3d,True,True,True
scene0489_01,1,"[2, 3]",select the chair that is farthest from the table,scene0489_01-chair-3-1-2-3,horizontal,farthest,chair,['table'],[5],"['select', 'the', 'chair', 'that', 'is', 'farthest', 'from', 'the', 'table']",sr3d,True,True,True
scene0410_00,10,"[5, 9, 13]",the towel that is over the toilet,scene0410_00-towel-4-10-5-9-13,vertical,above,towel,['toilet'],[7],"['the', 'towel', 'that', 'is', 'over', 'the', 'toilet']",sr3d,True,True,True
scene0226_01,10,[1],choose the coffee table that is far from the window,scene0226_01-coffee_table-2-10-1,horizontal,farthest,coffee table,['window'],[13],"['choose', 'the', 'coffee', 'table', 'that', 'is', 'far', 'from', 'the', 'window']",sr3d,True,True,True
scene0603_00,15,[17],choose the table that is near the computer tower,scene0603_00-table-2-15-17,horizontal,closest,table,['computer tower'],[45],"['choose', 'the', 'table', 'that', 'is', 'near', 'the', 'computer', 'tower']",sr3d,True,True,True
scene0323_01,7,[13],choose the microwave that is far away from the kitchen cabinet,scene0323_01-microwave-2-7-13,horizontal,farthest,microwave,['kitchen cabinet'],[3],"['choose', 'the', 'microwave', 'that', 'is', 'far', 'away', 'from', 'the', 'kitchen', 'cabinet']",sr3d,True,True,True
scene0515_00,37,[34],"looking at the front of the couch, choose the stool that is on the left of it",scene0515_00-stool-2-37-34,allocentric,left,stool,['couch'],[17],"['looking', 'at', 'the', 'front', 'of', 'the', 'couch', 'choose', 'the', 'stool', 'that', 'is', 'on', 'the', 'left', 'of', 'it']",sr3d,True,True,True
scene0673_02,59,"[49, 51]",choose the shoes that are near the laptop,scene0673_02-shoes-3-59-49-51,horizontal,closest,shoes,['laptop'],[7],"['choose', 'the', 'shoes', 'that', 'are', 'near', 'the', 'laptop']",sr3d,True,True,True
scene0397_00,4,[5],find the curtain that is in front of the bed,scene0397_00-curtain-2-4-5,allocentric,front,curtain,['bed'],[3],"['find', 'the', 'curtain', 'that', 'is', 'in', 'front', 'of', 'the', 'bed']",sr3d,True,True,True
scene0542_00,2,[1],select the kitchen cabinets that are near the window,scene0542_00-kitchen_cabinets-2-2-1,horizontal,closest,kitchen cabinets,['window'],[23],"['select', 'the', 'kitchen', 'cabinets', 'that', 'are', 'near', 'the', 'window']",sr3d,True,True,True
scene0141_00,14,"[15, 16, 17]",the monitor that is far from the computer tower,scene0141_00-monitor-4-14-15-16-17,horizontal,farthest,monitor,['computer tower'],[48],"['the', 'monitor', 'that', 'is', 'far', 'from', 'the', 'computer', 'tower']",sr3d,True,True,True
scene0472_00,23,[6],choose the door that is in the middle of the stove and the nightstand,scene0472_00-door-2-23-6,between,between,door,"['stove', 'nightstand']","[10, 12]","['choose', 'the', 'door', 'that', 'is', 'in', 'the', 'middle', 'of', 'the', 'stove', 'and', 'the', 'nightstand']",sr3d,True,True,True
scene0051_03,27,[32],select the pillow that is far from the desk,scene0051_03-pillow-2-27-32,horizontal,farthest,pillow,['desk'],[44],"['select', 'the', 'pillow', 'that', 'is', 'far', 'from', 'the', 'desk']",sr3d,True,True,True
scene0062_00,22,"[13, 14]",find the toilet paper that is far from the paper towel dispenser,scene0062_00-toilet_paper-3-22-13-14,horizontal,farthest,toilet paper,['paper towel dispenser'],[10],"['find', 'the', 'toilet', 'paper', 'that', 'is', 'far', 'from', 'the', 'paper', 'towel', 'dispenser']",sr3d,True,True,True
scene0301_00,21,[17],the stool that is next to the tv,scene0301_00-stool-2-21-17,horizontal,closest,stool,['tv'],[9],"['the', 'stool', 'that', 'is', 'next', 'to', 'the', 'tv']",sr3d,True,True,True
scene0515_00,54,[44],choose the backpack that is close to the table,scene0515_00-backpack-2-54-44,horizontal,closest,backpack,['table'],[52],"['choose', 'the', 'backpack', 'that', 'is', 'close', 'to', 'the', 'table']",sr3d,True,True,True
scene0439_01,13,[14],the towel that is near the oven,scene0439_01-towel-2-13-14,horizontal,closest,towel,['oven'],[6],"['the', 'towel', 'that', 'is', 'near', 'the', 'oven']",sr3d,True,True,True
scene0395_00,28,"[22, 27]",find the file cabinet that is far from the couch,scene0395_00-file_cabinet-3-28-22-27,horizontal,farthest,file cabinet,['couch'],[1],"['find', 'the', 'file', 'cabinet', 'that', 'is', 'far', 'from', 'the', 'couch']",sr3d,True,True,True
scene0698_01,16,[19],the nightstand that is next to the couch,scene0698_01-nightstand-2-16-19,horizontal,closest,nightstand,['couch'],[36],"['the', 'nightstand', 'that', 'is', 'next', 'to', 'the', 'couch']",sr3d,True,True,True
scene0419_02,38,[39],choose the couch that is closer to the backpack,scene0419_02-couch-2-38-39,horizontal,closest,couch,['backpack'],[58],"['choose', 'the', 'couch', 'that', 'is', 'closer', 'to', 'the', 'backpack']",sr3d,True,True,True
scene0261_03,3,[4],the door that is close to the trash can,scene0261_03-door-2-3-4,horizontal,closest,door,['trash can'],[9],"['the', 'door', 'that', 'is', 'close', 'to', 'the', 'trash', 'can']",sr3d,True,True,True
scene0425_01,18,[17],"looking at the front of the bed, choose the chair that is to the right of it",scene0425_01-chair-2-18-17,allocentric,right,chair,['bed'],[11],"['looking', 'at', 'the', 'front', 'of', 'the', 'bed', 'choose', 'the', 'chair', 'that', 'is', 'to', 'the', 'right', 'of', 'it']",sr3d,True,True,True
scene0419_02,38,[39],select the couch that is closer to the coffee table,scene0419_02-couch-2-38-39,horizontal,closest,couch,['coffee table'],[51],"['select', 'the', 'couch', 'that', 'is', 'closer', 'to', 'the', 'coffee', 'table']",sr3d,True,True,True
scene0515_00,34,[37],find the stool that is between the chair and the stove,scene0515_00-stool-2-34-37,between,between,stool,"['chair', 'stove']","[20, 42]","['find', 'the', 'stool', 'that', 'is', 'between', 'the', 'chair', 'and', 'the', 'stove']",sr3d,True,True,True
scene0101_00,84,[81],choose the door that is near the toilet,scene0101_00-door-2-84-81,horizontal,closest,door,['toilet'],[30],"['choose', 'the', 'door', 'that', 'is', 'near', 'the', 'toilet']",sr3d,True,True,True
scene0380_01,26,[25],find the radiator that is next to the computer tower,scene0380_01-radiator-2-26-25,horizontal,closest,radiator,['computer tower'],[15],"['find', 'the', 'radiator', 'that', 'is', 'next', 'to', 'the', 'computer', 'tower']",sr3d,True,True,True
scene0181_02,12,"[11, 35]",select the window that is farthest from the couch,scene0181_02-window-3-12-11-35,horizontal,farthest,window,['couch'],[4],"['select', 'the', 'window', 'that', 'is', 'farthest', 'from', 'the', 'couch']",sr3d,True,True,True
scene0331_00,3,[28],choose the desk that is close to the plant,scene0331_00-desk-2-3-28,horizontal,closest,desk,['plant'],[25],"['choose', 'the', 'desk', 'that', 'is', 'close', 'to', 'the', 'plant']",sr3d,True,True,True
scene0271_00,27,"[16, 28, 32, 38]",the picture that is beside the lamp,scene0271_00-picture-5-27-16-28-32-38,horizontal,closest,picture,['lamp'],[22],"['the', 'picture', 'that', 'is', 'beside', 'the', 'lamp']",sr3d,True,True,True
scene0630_02,23,[10],choose the bookshelf that is close to the whiteboard,scene0630_02-bookshelf-2-23-10,horizontal,closest,bookshelf,['whiteboard'],[27],"['choose', 'the', 'bookshelf', 'that', 'is', 'close', 'to', 'the', 'whiteboard']",sr3d,True,True,True
scene0398_00,6,[7],choose the bed that is closer to the chair,scene0398_00-bed-2-6-7,horizontal,closest,bed,['chair'],[0],"['choose', 'the', 'bed', 'that', 'is', 'closer', 'to', 'the', 'chair']",sr3d,True,True,True
scene0151_00,18,"[34, 37, 39]",the door that is closer to the coffee table,scene0151_00-door-4-18-34-37-39,horizontal,closest,door,['coffee table'],[10],"['the', 'door', 'that', 'is', 'closer', 'to', 'the', 'coffee', 'table']",sr3d,True,True,True
scene0323_01,11,[30],the trash can that is next to the recycling bin,scene0323_01-trash_can-2-11-30,horizontal,closest,trash can,['recycling bin'],[1],"['the', 'trash', 'can', 'that', 'is', 'next', 'to', 'the', 'recycling', 'bin']",sr3d,True,True,True
scene0274_00,11,[17],select the window that is closer to the box,scene0274_00-window-2-11-17,horizontal,closest,window,['box'],[15],"['select', 'the', 'window', 'that', 'is', 'closer', 'to', 'the', 'box']",sr3d,True,True,True
scene0166_00,28,"[30, 42]",select the trash can that is near the monitor,scene0166_00-trash_can-3-28-30-42,horizontal,closest,trash can,['monitor'],[10],"['select', 'the', 'trash', 'can', 'that', 'is', 'near', 'the', 'monitor']",sr3d,True,True,True
scene0589_00,30,[8],the cabinet that is closer to the nightstand,scene0589_00-cabinet-2-30-8,horizontal,closest,cabinet,['nightstand'],[32],"['the', 'cabinet', 'that', 'is', 'closer', 'to', 'the', 'nightstand']",sr3d,True,True,True
scene0114_02,10,[0],select the window that is far from the radiator,scene0114_02-window-2-10-0,horizontal,farthest,window,['radiator'],[4],"['select', 'the', 'window', 'that', 'is', 'far', 'from', 'the', 'radiator']",sr3d,True,True,True
scene0309_01,17,[25],select the desk that is far from the printer,scene0309_01-desk-2-17-25,horizontal,farthest,desk,['printer'],[26],"['select', 'the', 'desk', 'that', 'is', 'far', 'from', 'the', 'printer']",sr3d,True,True,True
scene0220_02,9,[28],select the door that is near the kitchen cabinets,scene0220_02-door-2-9-28,horizontal,closest,door,['kitchen cabinets'],[48],"['select', 'the', 'door', 'that', 'is', 'near', 'the', 'kitchen', 'cabinets']",sr3d,True,True,True
scene0233_01,10,[31],choose the dresser that is near the blanket,scene0233_01-dresser-2-10-31,horizontal,closest,dresser,['blanket'],[15],"['choose', 'the', 'dresser', 'that', 'is', 'near', 'the', 'blanket']",sr3d,True,True,True
scene0487_00,25,"[26, 27]",find the table that is near the kitchen counter,scene0487_00-table-3-25-26-27,horizontal,closest,table,['kitchen counter'],[14],"['find', 'the', 'table', 'that', 'is', 'near', 'the', 'kitchen', 'counter']",sr3d,True,True,True
scene0331_01,36,[37],choose the laundry hamper that is between the chair and the bed,scene0331_01-laundry_hamper-2-36-37,between,between,laundry hamper,"['chair', 'bed']","[5, 15]","['choose', 'the', 'laundry', 'hamper', 'that', 'is', 'between', 'the', 'chair', 'and', 'the', 'bed']",sr3d,True,True,True
scene0106_00,36,[35],select the whiteboard that is closer to the window,scene0106_00-whiteboard-2-36-35,horizontal,closest,whiteboard,['window'],[22],"['select', 'the', 'whiteboard', 'that', 'is', 'closer', 'to', 'the', 'window']",sr3d,True,True,True
scene0114_01,20,"[2, 3, 28]",choose the chair that is in the center of the radiator and the plant,scene0114_01-chair-4-20-2-3-28,between,between,chair,"['radiator', 'plant']","[18, 24]","['choose', 'the', 'chair', 'that', 'is', 'in', 'the', 'center', 'of', 'the', 'radiator', 'and', 'the', 'plant']",sr3d,True,True,True
scene0137_00,24,[16],the lamp that is beside the picture,scene0137_00-lamp-2-24-16,horizontal,closest,lamp,['picture'],[23],"['the', 'lamp', 'that', 'is', 'beside', 'the', 'picture']",sr3d,True,True,True
scene0440_01,27,[24],find the dresser that is farthest from the window,scene0440_01-dresser-2-27-24,horizontal,farthest,dresser,['window'],[18],"['find', 'the', 'dresser', 'that', 'is', 'farthest', 'from', 'the', 'window']",sr3d,True,True,True
scene0585_00,27,[5],find the shelf that is farthest from the cabinet,scene0585_00-shelf-2-27-5,horizontal,farthest,shelf,['cabinet'],[3],"['find', 'the', 'shelf', 'that', 'is', 'farthest', 'from', 'the', 'cabinet']",sr3d,True,True,True
scene0419_00,7,[1],find the chair that is far from the tv,scene0419_00-chair-2-7-1,horizontal,farthest,chair,['tv'],[22],"['find', 'the', 'chair', 'that', 'is', 'far', 'from', 'the', 'tv']",sr3d,True,True,True
scene0101_00,33,[34],select the stool that is near the bed,scene0101_00-stool-2-33-34,horizontal,closest,stool,['bed'],[32],"['select', 'the', 'stool', 'that', 'is', 'near', 'the', 'bed']",sr3d,True,True,True
scene0191_01,8,[15],find the board that is next to the backpack,scene0191_01-board-2-8-15,horizontal,closest,board,['backpack'],[6],"['find', 'the', 'board', 'that', 'is', 'next', 'to', 'the', 'backpack']",sr3d,True,True,True
scene0042_00,1,[15],"facing the front of the toilet, select the bathroom stall door that is to the left of it",scene0042_00-bathroom_stall_door-2-1-15,allocentric,left,bathroom stall door,['toilet'],[0],"['facing', 'the', 'front', 'of', 'the', 'toilet', 'select', 'the', 'bathroom', 'stall', 'door', 'that', 'is', 'to', 'the', 'left', 'of', 'it']",sr3d,True,True,True
scene0476_02,22,"[12, 24, 28]",find the file cabinet that is in the middle of the cabinet and the table,scene0476_02-file_cabinet-4-22-12-24-28,between,between,file cabinet,"['cabinet', 'table']","[2, 8]","['find', 'the', 'file', 'cabinet', 'that', 'is', 'in', 'the', 'middle', 'of', 'the', 'cabinet', 'and', 'the', 'table']",sr3d,True,True,True
scene0392_00,33,[3],select the cabinet that is farthest from the counter,scene0392_00-cabinet-2-33-3,horizontal,farthest,cabinet,['counter'],[5],"['select', 'the', 'cabinet', 'that', 'is', 'farthest', 'from', 'the', 'counter']",sr3d,True,True,True
scene0416_01,71,[70],select the bed that is close to the laptop,scene0416_01-bed-2-71-70,horizontal,closest,bed,['laptop'],[49],"['select', 'the', 'bed', 'that', 'is', 'close', 'to', 'the', 'laptop']",sr3d,True,True,True
scene0209_02,28,"[27, 35, 37]",choose the door that is near the tv,scene0209_02-door-4-28-27-35-37,horizontal,closest,door,['tv'],[11],"['choose', 'the', 'door', 'that', 'is', 'near', 'the', 'tv']",sr3d,True,True,True
scene0152_00,12,"[11, 13, 27, 30]",find the plant that is in the middle of the doors and the table,scene0152_00-plant-5-12-11-13-27-30,between,between,plant,"['doors', 'table']","[16, 17]","['find', 'the', 'plant', 'that', 'is', 'in', 'the', 'middle', 'of', 'the', 'doors', 'and', 'the', 'table']",sr3d,True,True,True
scene0233_00,25,[24],select the chair that is far away from the laundry hamper,scene0233_00-chair-2-25-24,horizontal,farthest,chair,['laundry hamper'],[26],"['select', 'the', 'chair', 'that', 'is', 'far', 'away', 'from', 'the', 'laundry', 'hamper']",sr3d,True,True,True
scene0418_00,28,[0],select the chair that is far from the bed,scene0418_00-chair-2-28-0,horizontal,farthest,chair,['bed'],[19],"['select', 'the', 'chair', 'that', 'is', 'far', 'from', 'the', 'bed']",sr3d,True,True,True
scene0051_01,24,[23],the door that is near the laptop,scene0051_01-door-2-24-23,horizontal,closest,door,['laptop'],[33],"['the', 'door', 'that', 'is', 'near', 'the', 'laptop']",sr3d,True,True,True
scene0673_04,64,"[73, 82, 93, 99]",select the bag that is lying on the nightstand,scene0673_04-bag-5-64-73-82-93-99,support,supported-by,bag,['nightstand'],[63],"['select', 'the', 'bag', 'that', 'is', 'lying', 'on', 'the', 'nightstand']",sr3d,True,True,True
scene0510_00,31,[23],find the bathroom stall that is farthest from the radiator,scene0510_00-bathroom_stall-2-31-23,horizontal,farthest,bathroom stall,['radiator'],[0],"['find', 'the', 'bathroom', 'stall', 'that', 'is', 'farthest', 'from', 'the', 'radiator']",sr3d,True,True,True
scene0126_02,12,"[11, 15]",select the shelf that is close to the plant,scene0126_02-shelf-3-12-11-15,horizontal,closest,shelf,['plant'],[27],"['select', 'the', 'shelf', 'that', 'is', 'close', 'to', 'the', 'plant']",sr3d,True,True,True
scene0540_02,28,[27],"facing the front of the refrigerator, choose the kitchen cabinet that is to the left of it",scene0540_02-kitchen_cabinet-2-28-27,allocentric,left,kitchen cabinet,['refrigerator'],[16],"['facing', 'the', 'front', 'of', 'the', 'refrigerator', 'choose', 'the', 'kitchen', 'cabinet', 'that', 'is', 'to', 'the', 'left', 'of', 'it']",sr3d,True,True,True
scene0137_01,22,"[16, 19]",choose the lamp that is above the desk,scene0137_01-lamp-3-22-16-19,vertical,above,lamp,['desk'],[0],"['choose', 'the', 'lamp', 'that', 'is', 'above', 'the', 'desk']",sr3d,True,True,True
scene0141_02,7,[14],find the books that are close to the radiator,scene0141_02-books-2-7-14,horizontal,closest,books,['radiator'],[27],"['find', 'the', 'books', 'that', 'are', 'close', 'to', 'the', 'radiator']",sr3d,True,True,True
scene0114_00,14,[13],choose the desk that is close to the radiator,scene0114_00-desk-2-14-13,horizontal,closest,desk,['radiator'],[16],"['choose', 'the', 'desk', 'that', 'is', 'close', 'to', 'the', 'radiator']",sr3d,True,True,True
scene0673_05,29,[55],the pillow that is farthest from the coffee maker,scene0673_05-pillow-2-29-55,horizontal,farthest,pillow,['coffee maker'],[113],"['the', 'pillow', 'that', 'is', 'farthest', 'from', 'the', 'coffee', 'maker']",sr3d,True,True,True
scene0094_00,5,[20],choose the cabinet that is far away from the refrigerator,scene0094_00-cabinet-2-5-20,horizontal,farthest,cabinet,['refrigerator'],[15],"['choose', 'the', 'cabinet', 'that', 'is', 'far', 'away', 'from', 'the', 'refrigerator']",sr3d,True,True,True
scene0003_00,4,[2],the cabinet that is over the refrigerator,scene0003_00-cabinet-2-4-2,vertical,above,cabinet,['refrigerator'],[10],"['the', 'cabinet', 'that', 'is', 'over', 'the', 'refrigerator']",sr3d,True,True,True
scene0000_02,49,"[30, 31, 68]",select the trash can that is near the backpack,scene0000_02-trash_can-4-49-30-31-68,horizontal,closest,trash can,['backpack'],[29],"['select', 'the', 'trash', 'can', 'that', 'is', 'near', 'the', 'backpack']",sr3d,True,True,True
scene0547_00,3,"[32, 49]",select the shelf that is far away from the window,scene0547_00-shelf-3-3-32-49,horizontal,farthest,shelf,['window'],[40],"['select', 'the', 'shelf', 'that', 'is', 'far', 'away', 'from', 'the', 'window']",sr3d,True,True,True
scene0101_00,81,[84],the door that is far away from the bathroom vanity,scene0101_00-door-2-81-84,horizontal,farthest,door,['bathroom vanity'],[41],"['the', 'door', 'that', 'is', 'far', 'away', 'from', 'the', 'bathroom', 'vanity']",sr3d,True,True,True
scene0142_00,18,"[36, 38]","looking at the front of the shelf, pick the box that is on the left side of the shelf",scene0142_00-box-3-18-36-38,allocentric,left,box,['shelf'],[30],"['looking', 'at', 'the', 'front', 'of', 'the', 'shelf', 'pick', 'the', 'box', 'that', 'is', 'on', 'the', 'left', 'side', 'of', 'the', 'shelf']",sr3d,True,True,True
scene0521_00,22,"[16, 46]","looking at the front of the toilet, select the curtain that is on the left side of it",scene0521_00-curtain-3-22-16-46,allocentric,left,curtain,['toilet'],[12],"['looking', 'at', 'the', 'front', 'of', 'the', 'toilet', 'select', 'the', 'curtain', 'that', 'is', 'on', 'the', 'left', 'side', 'of', 'it']",sr3d,True,True,True
scene0398_00,21,[11],choose the wardrobe closet that is farthest from the chair,scene0398_00-wardrobe_closet-2-21-11,horizontal,farthest,wardrobe closet,['chair'],[0],"['choose', 'the', 'wardrobe', 'closet', 'that', 'is', 'farthest', 'from', 'the', 'chair']",sr3d,True,True,True
scene0429_00,8,[7],the cabinet that is closer to the toilet,scene0429_00-cabinet-2-8-7,horizontal,closest,cabinet,['toilet'],[4],"['the', 'cabinet', 'that', 'is', 'closer', 'to', 'the', 'toilet']",sr3d,True,True,True
scene0331_00,27,[63],choose the dresser that is far from the chair,scene0331_00-dresser-2-27-63,horizontal,farthest,dresser,['chair'],[39],"['choose', 'the', 'dresser', 'that', 'is', 'far', 'from', 'the', 'chair']",sr3d,True,True,True
scene0054_00,32,[70],choose the chair that is closer to the bathtub,scene0054_00-chair-2-32-70,horizontal,closest,chair,['bathtub'],[0],"['choose', 'the', 'chair', 'that', 'is', 'closer', 'to', 'the', 'bathtub']",sr3d,True,True,True
scene0270_01,14,[40],find the door that is far away from the microwave,scene0270_01-door-2-14-40,horizontal,farthest,door,['microwave'],[1],"['find', 'the', 'door', 'that', 'is', 'far', 'away', 'from', 'the', 'microwave']",sr3d,True,True,True
scene0529_00,14,[13],select the kitchen cabinets that are far away from the couch,scene0529_00-kitchen_cabinets-2-14-13,horizontal,farthest,kitchen cabinets,['couch'],[23],"['select', 'the', 'kitchen', 'cabinets', 'that', 'are', 'far', 'away', 'from', 'the', 'couch']",sr3d,True,True,True
scene0000_02,49,"[30, 31, 68]",the trash can that is in the center of the bed and the table,scene0000_02-trash_can-4-49-30-31-68,between,between,trash can,"['bed', 'table']","[12, 39]","['the', 'trash', 'can', 'that', 'is', 'in', 'the', 'center', 'of', 'the', 'bed', 'and', 'the', 'table']",sr3d,True,True,True
scene0539_00,35,"[6, 7, 28]",find the plant that is farthest from the sink,scene0539_00-plant-4-35-6-7-28,horizontal,farthest,plant,['sink'],[17],"['find', 'the', 'plant', 'that', 'is', 'farthest', 'from', 'the', 'sink']",sr3d,True,True,True
scene0016_02,28,[8],choose the box that is far from the shelf,scene0016_02-box-2-28-8,horizontal,farthest,box,['shelf'],[44],"['choose', 'the', 'box', 'that', 'is', 'far', 'from', 'the', 'shelf']",sr3d,True,True,True
scene0613_02,3,[10],select the cabinet that is near the lamp,scene0613_02-cabinet-2-3-10,horizontal,closest,cabinet,['lamp'],[32],"['select', 'the', 'cabinet', 'that', 'is', 'near', 'the', 'lamp']",sr3d,True,True,True
scene0151_01,11,[10],select the coffee table that is near the couch,scene0151_01-coffee_table-2-11-10,horizontal,closest,coffee table,['couch'],[6],"['select', 'the', 'coffee', 'table', 'that', 'is', 'near', 'the', 'couch']",sr3d,True,True,True
scene0416_03,29,[28],select the towel that is far from the sofa chair,scene0416_03-towel-2-29-28,horizontal,farthest,towel,['sofa chair'],[0],"['select', 'the', 'towel', 'that', 'is', 'far', 'from', 'the', 'sofa', 'chair']",sr3d,True,True,True
scene0279_00,6,[5],the nightstand that is farthest from the chair,scene0279_00-nightstand-2-6-5,horizontal,farthest,nightstand,['chair'],[10],"['the', 'nightstand', 'that', 'is', 'farthest', 'from', 'the', 'chair']",sr3d,True,True,True
scene0040_01,62,[52],the whiteboard that is farthest from the window,scene0040_01-whiteboard-2-62-52,horizontal,farthest,whiteboard,['window'],[14],"['the', 'whiteboard', 'that', 'is', 'farthest', 'from', 'the', 'window']",sr3d,True,True,True
scene0542_00,12,[11],select the kitchen counter that is close to the sink,scene0542_00-kitchen_counter-2-12-11,horizontal,closest,kitchen counter,['sink'],[4],"['select', 'the', 'kitchen', 'counter', 'that', 'is', 'close', 'to', 'the', 'sink']",sr3d,True,True,True
scene0138_00,9,"[1, 2, 4, 51]",choose the computer tower that is far away from the door,scene0138_00-computer_tower-5-9-1-2-4-51,horizontal,farthest,computer tower,['door'],[41],"['choose', 'the', 'computer', 'tower', 'that', 'is', 'far', 'away', 'from', 'the', 'door']",sr3d,True,True,True
scene0383_00,12,[18],choose the window that is close to the copier,scene0383_00-window-2-12-18,horizontal,closest,window,['copier'],[2],"['choose', 'the', 'window', 'that', 'is', 'close', 'to', 'the', 'copier']",sr3d,True,True,True
scene0238_01,22,"[1, 15]",find the file cabinet that is farthest from the shelf,scene0238_01-file_cabinet-3-22-1-15,horizontal,farthest,file cabinet,['shelf'],[40],"['find', 'the', 'file', 'cabinet', 'that', 'is', 'farthest', 'from', 'the', 'shelf']",sr3d,True,True,True
scene0556_00,9,[22],find the dresser that is beside the telephone,scene0556_00-dresser-2-9-22,horizontal,closest,dresser,['telephone'],[30],"['find', 'the', 'dresser', 'that', 'is', 'beside', 'the', 'telephone']",sr3d,True,True,True
scene0469_01,16,[33],choose the computer tower that is farthest from the backpack,scene0469_01-computer_tower-2-16-33,horizontal,farthest,computer tower,['backpack'],[2],"['choose', 'the', 'computer', 'tower', 'that', 'is', 'farthest', 'from', 'the', 'backpack']",sr3d,True,True,True
scene0313_01,8,[9],select the end table that is far from the chair,scene0313_01-end_table-2-8-9,horizontal,farthest,end table,['chair'],[1],"['select', 'the', 'end', 'table', 'that', 'is', 'far', 'from', 'the', 'chair']",sr3d,True,True,True
scene0096_02,13,"[0, 35, 45]",find the door that is closer to the stairs,scene0096_02-door-4-13-0-35-45,horizontal,closest,door,['stairs'],[39],"['find', 'the', 'door', 'that', 'is', 'closer', 'to', 'the', 'stairs']",sr3d,True,True,True
scene0089_00,12,[11],select the trash can that is farthest from the bookshelf,scene0089_00-trash_can-2-12-11,horizontal,farthest,trash can,['bookshelf'],[4],"['select', 'the', 'trash', 'can', 'that', 'is', 'farthest', 'from', 'the', 'bookshelf']",sr3d,True,True,True
scene0309_01,55,[39],select the picture that is close to the office chair,scene0309_01-picture-2-55-39,horizontal,closest,picture,['office chair'],[63],"['select', 'the', 'picture', 'that', 'is', 'close', 'to', 'the', 'office', 'chair']",sr3d,True,True,True
scene0038_00,0,[2],find the coffee table that is closer to the table,scene0038_00-coffee_table-2-0-2,horizontal,closest,coffee table,['table'],[1],"['find', 'the', 'coffee', 'table', 'that', 'is', 'closer', 'to', 'the', 'table']",sr3d,True,True,True
